MinSpeedUphill,MaxSpeedDownhill,MinSpeedReturn,RMSE_Disturbance,MaxThrottle,MaxBrake,FinalSpeed,FinalError
28.7371214033003,31.6289227358176,29.6702486143159,0.838943724064789,1882.06446760482,715.845365290061,29.9063695905188,0.0936304094811895
