MinSpeedUphill,MaxSpeedDownhill,MinSpeedReturn,RMSE_Disturbance,MaxThrottle,MaxBrake,FinalSpeed,FinalError
28.5886345539272,32.1122636463494,29.5080166064142,1.01253467055808,1894.17561930939,736.331156484122,29.8973947166479,0.102605283352094
