MinSpeedUphill,MaxSpeedDownhill,MinSpeedReturn,RMSE_Disturbance,MaxThrottle,MaxBrake,FinalSpeed,FinalError
28.9868581943921,31.8997772159657,29.2637445034762,0.729244650329975,1920.66158429658,796.857049584906,29.9776727172609,0.0223272827390808
